ev_id,ntsb_no,latitude,longitude,flt_plan_filed,flight_plan_activated,regis_no,dprt_apt_id,dest_apt_id
20150814X43648,WPR15FA241,485545N,1191711W,NONE,,N6289Z,0S7 ,GEG 
20150814X91539,WPR15LA242,372560N,1304960W,IFR ,Y,N427LE,DVT ,L26 
20150815X21004,ERA15FA312,405149N,0741659W,NONE,N,N63TV,CDW ,TEB 
20150815X21709,CEN15LA359,351808N,1070924W,NONE,N,N5982V,KAEG,KAEG
20150816X31900,ERA15LA314,350327N,0772748W,NONE,N,N5277,PVT ,PVT 
20150816X35140,ERA15LA315,384438N,0773257W,,,N82587,HEF ,HEF 
20150816X60452,WPR15MA243,323439N,1165656W,NONE,N,N1285U,SEE ,SDM 
20150816X95657,ERA15FA313,404517N,0733004W,VFR ,N,N5946C,FOK ,MMU 
20150817X00729,ERA15LA318,292611N,0825644W,NONE,N,N84308,40J ,GIF 
20150817X00955,ANC15LA063,621760N,1514123W,NONE,,N9265D,Z41 ,Z41 
20150817X02422,ANC15CA064,675837N,1494509W,VFR ,Y,N8556E,CXF ,GBH 
20150817X20533,CEN15FA362,260952N,0981357W,NONE,N,N26ZA,MFE ,MFE 
20150817X35859,GAA15CA224,433831N,1163809W,NONE,N,N3103Q,EUL ,EUL 
20150817X61230,ERA15WA316,250945S,0572729W,,,,,
20150817X61459,CEN15LA360,321641N,1065420W,NONE,N,N14124,LRU ,KELP
20150817X70324,CEN15LA361,394543N,0930048W,VFR ,N,N8896U,CHT ,MO8 
20150817X70921,GAA15LA225,334512N,1121521W,NONE,N,N57EX,,
20150817X93143,GAA15CA226,374013N,0980733W,NONE,N,N1030S,9K8 ,9K8 
20150817X94448,ERA15CA317,392652N,0801003W,NONE,N,N93606,4G7 ,4G7 
20150818X00406,WPR15IA244,370128N,1113751E,CVFR,Y,N771RT,,CNY 
20150818X05411,ERA15LA319,400732N,0760621W,NONE,N,N40104,,
20150818X05655,GAA15CA227,432514N,0825239W,NONE,N,N8337Z,,
20150818X10401,ERA15CA320,343234N,0784641W,NONE,N,N629HS,3W6 ,AYS 
20150818X12419,ERA15CA321,354851N,0791440W,NONE,N,UNREG,1NC1,1NC1
20150818X14949,DCA15LA173,351249N,0805657W,IFR ,Y,N564UW,ATL ,CLT 
20150818X51118,CEN15IA365,401944N,0823135W,IFR ,Y,N2059W,RUQ ,ARB 
20150818X60517,CEN15LA366,312257N,1033039W,NONE,,N5033U,PEQ ,PEQ 
20150818X61316,GAA15CA228,412214N,0732859W,NONE,N,N8922M,DXR ,DXR 
20150818X63732,WPR15LA245,361709N,1152018W,NONE,N,N17YS,VGT ,VGT 
20150818X64418,GAA15CA229,384639N,0840013W,NONE,N,N831CM,OI57,None
20150818X73331,WPR15LA246,481702N,1152925W,NONE,N,N43616,,S59 
20150819X23543,GAA15CA230,340020N,1180304W,NONE,N,N412LA,WHP ,
20150819X30131,CEN15WA368,570730N,0121343E,,,,,
20150819X63550,GAA15CA231,451949N,1194647W,NONE,N,N28RR,4S9 ,NONE
20150819X72333,GAA15CA232,294247N,0974635W,NONE,N,N804DF,X590,X590
20150819X82129,GAA15CA233,343913N,1122510W,NONE,N,N5VH,PRC ,PRC 
20150819X94949,CEN15LA367,350949N,0911325W,NONE,N,N3070R,7M0 ,7M0 
20150820X11129,CEN15LA369,373546N,0932053W,VFR ,Y,N6KW,JLN ,SUS 
20150820X12626,WPR15FA247,463919N,1113331W,NONE,N,N62731,HLN ,7S6 
20150820X14230,CEN15LA371,290049N,0890935W,VFR ,N,N1805Y,66Y ,NONE
20150820X20604,CEN15LA370,432155N,0920759W,NONE,,N5743W,,
20150820X31707,ENG15RA030,384421S,1760417E,,,,,
20150820X53149,GAA15CA234,413206N,0852231W,NONE,N,N683DB,C62 ,C62 
20150820X74555,WPR15LA248,442019N,1180642W,CVFR,Y,N1043T,BKE ,BKE 
20150821X04423,CEN15WA372,462027N,0605850W,,,,,
20150821X24627,CEN15CA373,401357N,0853815W,NONE,N,N2765H,HAO ,SBM 
20150823X51533,CEN15FA374,331315N,0924848W,IFR ,Y,N9704Y,FLO ,HOT 
20150823X74316,CEN15LA375,303604N,0960433W,NONE,N,N445HS,CFD ,CFD 
20150824X02325,DCA15CA176,374318N,1221318W,IFR ,Y,N232WN,KOAK,BUR 
20150824X05749,ERA15LA323,182612N,0661641W,NONE,,N4057V,TJIG,TJIG
20150824X12045,GAA15CA235,481043N,1141813W,NONE,N,N733NH,S27 ,S27 
20150824X25041,CEN15LA376,300643N,0960217W,NONE,N,N878S,89TA,89TA
20150824X30257,ANC15CA065,600234N,1523532W,CVFR,Y,N9588B,LHD ,HOM 
20150824X42658,ANC15FA066,601820N,1512245W,NONE,,N3043E,5KS ,5KS 
20150824X65055,CEN15LA377,422533N,0945742W,NONE,,N311AL,KSKI,KSKI
20150824X75351,WPR15LA249,332739N,1114342W,NONE,N,N315TV,FFZ ,FFZ 
20150824X93135,ERA15LA322,412206N,0732931W,IFR ,Y,N120EA,OSH ,DXR 
20150825X00118,CEN15FA378,391514N,0874754E,NONE,N,N8265B,1H8 ,1H8 
20150825X33311,CEN15LA381,423956N,0832513W,NONE,N,N1406K,5M6 ,PTK 
20150825X45052,CEN15LA379,363257N,0950001W,NONE,,N444KD,1K8 ,1K8 
20150826X20322,GAA15CA236,312052N,0922636W,NONE,N,N759TZ,1R4 ,2L0 
20150826X31747,ERA15FA325,283129N,0804542W,IFR ,Y,N90PS,ORL ,TIX 
20150826X45558,CEN15LA383,474715N,0995610W,NONE,N,N4652Y,,
20150826X64508,GAA15CA237,395032N,0835019W,NONE,N,N691SP,8G2 ,SGH 
20150826X93114,CEN15LA382,441730N,0960901W,NONE,N,N2805Z,63Y ,63Y 
20150827X03425,ERA15FA326,460603N,0674816W,IFR ,Y,N553MD,CYYR,HUL 
20150827X11718,WPR15LA251,373043N,1221458W,NONE,N,N919E,SQL ,DVO 
20150827X13623,ERA15FA330,331001N,0864641W,NONE,N,N1116C,BHM ,BHM 
20150827X15359,CEN15FA386,421841N,0851443W,UNK ,,N227TB,KBTL,
20150827X20826,GAA15CA238,404730N,0730612W,NONE,N,N86EH,ISP ,ISP 
20150827X25640,GAA15CA239,402234N,1203418W,NONE,Y,N1417X,BYI ,SVE 
20150827X40252,CEN15LA384,341156N,0920013W,NONE,,N3026R,,
20150827X40535,ERA15CA327,264815N,0800159W,NONE,N,N8952B,PHK ,LNA 
20150827X41302,ERA15LA328,222500N,0744960W,IFR ,Y,N450KK,SVMI,FXE 
20150827X54528,ERA15CA329,425519N,0783643W,NONE,N,N1516D,BQR ,BQR 
20150827X63051,GAA15CA240,304358N,0860903W,VFR ,Y,N7215W,EBA ,54J 
20150827X65830,WPR15FA250,342859N,1175009W,NONE,N,N4369Y,46CN,46CN
20150827X82014,CEN15IA385,413440N,0881023W,NONE,,N900AM,AAR ,SBN 
20150828X53921,ERA15FA331,413004N,0740627W,NONE,,N18FJ,SWF ,SWF 
20150828X82523,CEN15LA387,410550N,1044938W,NONE,,N440SA,CYS ,KSPF
20150830X20542,CEN15FA388,391513N,0874754E,IFR ,N,N765CD,EZI ,HOT 
20150831X30510,WPR15LA253,360558N,1150945W,IFR ,N,N959MC,LAS ,LXN 
20150831X33537,ERA15LA333,350822N,0864056W,NONE,N,N891PC,SYI ,HSV 
20150831X42354,GAA15CA241,385818N,0775211W,VFR ,N,N5210A,KSHD,KJYO
20150831X61356,GAA15CA242,322732N,0965445W,NONE,N,N5255G,JWY ,JWY 
20150831X71921,CEN15LA389,413049N,0973849W,NONE,,N61267,97Y ,97Y 
20150831X81133,CEN15WA390,501124N,0022848E,,,,,
20150831X95341,ERA15LA332,261150N,0801015E,IFR ,Y,N864KM,,LYH 
20150901X02521,GAA15CA243,401259N,0782605W,NONE,N,N8404X,7G4 ,None
20150901X21924,ANC15CA068,622601N,1512454W,VFR ,Y,N59180,PATK,PVT 
20150901X73122,CEN15LA395,282539N,0962719W,,,N429AR,,
20150901X74304,GAA15CA244,391859N,1200805W,NONE,N,N786AB,TRK ,TRK 
20150901X90111,CEN15LA391,395740N,0823227W,NONE,,N443JF,9OA5,9OA5
20150901X92332,CEN15LA392,294834N,0954008W,IFR ,Y,N452CS,IWS ,IWS 
20150902X03440,CEN15LA396,381723N,0942025W,NONE,,Unreg,BUM ,BUM 
20150902X31943,WPR15LA254,330056N,1103916W,NONE,N,N74ES,ELP ,GEU 
20150902X33755,ERA15LA334,450016N,0691418W,NONE,,N2013G,1B0 ,1B0 
20150902X51516,ERA15FA335,355452N,0802744W,NONE,N,N393MC,8A7 ,
20150902X61853,GAA15CA246,413408N,0732744W,NONE,N,N112RP,OXC ,11N 
20150902X73001,WPR15LA255,424318N,1142621W,NONE,,N4BM,JER ,JER 
20150902X74630,ERA15FA336,355606N,0871509W,NONE,N,N216LA,SYI ,EET 
20150903X31635,ERA15LA337,290502N,0814601W,NONE,,N16056,EVB ,EVB 
20150903X33216,WPR15FA256,324946N,1165919W,CVFR,U,N8441B,SEE ,SEE 
20150903X34535,ERA15LA338,405609N,0735731W,NONE,U,N758DK,FRG ,FRG 
20150903X44600,WPR15LA257,054300S,1660700W,NONE,N,N9068F,,
20150903X70442,GAA15CA248,341534N,1182449W,CVFR,U,N13HK,WHP ,WHP 
20150903X93747,GAA15CA249,320649N,1105612W,NONE,N,N944LB,GEU ,TUS 
20150903X94119,CEN15LA398,424845N,0860107W,NONE,,NONE,None,None
20150904X10501,ANC15LA069,644918N,1473118W,NONE,N,N7494R,AK22,AK22
20150906X32704,ERA15LA339,433623N,0712710W,NONE,N,N2264X,LCI ,LCI 
20150907X14809,ERA15LA344,342120N,0850827W,NONE,,N555TN,RMG ,RMG 
20150907X41113,WPR15FA258,435606N,1230032W,NONE,,N4948E,77S ,
20150907X44940,ERA15FA340,360125N,0800405W,IFR ,Y,N36HT,SRQ ,GSO 
20150907X52038,ERA15LA341,370035N,0850610W,NONE,N,N8162S,LEX ,K24 
20150907X53155,ERA15LA342,253848N,0803339W,NONE,N,N6141Q,TMB ,TMB 
20150907X63755,ERA15LA343,360505N,0782219W,NONE,N,N181CS,AFJ ,00NC
20150908X00229,GAA15CA251,442236N,1003753W,NONE,N,N321DA,SD21,SD21
20150908X10035,CEN15WA401,520154N,0011236W,,,,,
20150908X65521,GAA15CA250,301433N,0924955W,NONE,N,N8761H,6R1 ,6R1 
20150908X74637,CEN15LA402,421446N,0893455W,NONE,N,N24TL,KFEP,C77 
20150908X84919,CEN15FA400,374543N,1075044W,NONE,N,N1099Q,FLG ,
20150909X05011,ERA15WA346,061116N,0722816W,UNK ,U,,,SKTJ
20150909X33413,CEN15LA403,430935N,1093932E,NONE,N,XBYUH,46U ,46U 
20150909X44407,GAA15CA253,422738N,0713104W,NONE,N,N534AC,8MA4,6B6 
20150909X52721,CEN15LA404,315429N,1021203W,VFIF,Y,N4707S,MAF ,ELP 
20150909X64509,ERA15WA347,120802N,0765516E,,,,SPLX,SPRU
20150909X71319,WPR15WA259,373730S,1440255E,,,,,
20150909X92914,ERA15LA345,302447N,0874060W,NONE,N,N44903,5R4 ,TCL 
20150910X60344,ERA15FA348,403720N,0744024W,,,N1401P,SMQ ,SMQ 
20150910X71634,CEN15LA405,405123N,0961300W,NONE,N,N1057E,PVT ,PVT 
20150910X72335,GAA15CA254,264434N,0812552W,NONE,N,N18LP,FMY ,X14 
20150910X75635,ERA15LA349,392116N,0741654W,IFR ,Y,N370MM,GLR ,ACY 
20150910X82309,GAA15CA255,432348N,1111754W,NONE,N,N63BW,46U ,U56 
20150911X34845,CEN15WA406,514042N,0114838E,UNK ,U,,ETNT,EDAQ
20150912X71749,ERA15FA351,342035N,0781811E,NONE,N,N52445,PVT ,ACZ 
20150912X73040,ERA15FA352,394639N,0745130W,NONE,N,N8185F,,
20150912X91445,ERA15FA353,362657N,0843746W,NONE,,N139RT,SCX ,SCX 
20150914X02927,ANC15LA070,634660N,1460400W,VFR ,Y,N6464V,,PAFA
20150914X05723,CEN15CA410,403235N,0864053W,NONE,,N4653H,I19 ,I19 
20150914X10322,CEN15LA411,383422N,0900945W,NONE,,N43904,CPS ,CPS 
20150914X20901,ERA15LA356,410948N,0730734W,NONE,N,N7708P,PIA ,BDR 
20150914X41531,GAA15CA257,390108N,1102703W,NONE,N,N4291R,36U ,N/A 
20150914X44239,CEN15LA412,412949N,0941939W,NONE,,N135PA,,
20150914X71046,ERA15LA354,370614N,0793550W,NONE,N,N2835X,ORF ,W91 
20150914X84859,CEN15WA408,433158N,0065714E,,,,,
20150914X90257,CEN15LA407,411553N,1052830W,NONE,,N6359V,LAR ,LBF 
20150915X12259,ERA15LA358,355448N,0754206W,NONE,N,N86705,MQI ,MQI 
20150915X30504,GAA15CA258,403135N,1114518W,CVFR,Y,N253HP,SLC ,SLC 
20150915X52520,ANC15FA071,594640N,1545504W,NONE,,N928RK,,
20150915X93727,ERA15LA357,341603N,0775414W,IFR ,Y,N789WF,ILM ,GNV 
20150916X30544,CEN15LA413,464607N,0912319W,NONE,N,N328TV,,
20150916X52103,CEN15LA414,390505N,0903322W,NONE,N,N65191,KSET,KSET
20150916X53710,GAA15CA259,423837N,1113454W,NONE,N,N732DW,AFO ,U78 
20150916X60822,GAA15CA260,345621N,1043845W,NONE,N,N508RM,SXU ,SXU 
20150916X80028,ERA15FA359,313210N,0822311W,NONE,N,N122WK,AMG ,AMG 
20150917X10446,ERA15LA360,413508N,0703225W,NONE,N,N8DV,1N2 ,5B6 
20150917X51906,CEN15LA415,413702N,0872452W,IFR ,Y,N4199S,BAK ,GYY 
20150917X63500,GAA15CA261,404751N,0994517W,VFR ,Y,N121LK,LBO ,LXN 
20150917X72641,GAA15CA262,453710N,1211006W,VFR ,Y,N1010F,DLS ,DLS 
20150917X83014,CEN15LA416,303519N,0962150W,VFR ,Y,N180CM,1TA7,KRAS
20150917X85753,GAA15CA263,401960N,0750719W,NONE,N,N1125X,XLL ,DYL 
20150918X10954,ERA15FA361,282826N,0823036W,IFR ,Y,N8615Z,FMY ,BKV 
20150919X00213,WPR15LA261,453223N,1230651W,NONE,N,N290R,,
20150920X40915,ERA15LA363,394847N,0771638W,NONE,,N3647S,34PA,34PA
20150921X05442,WPR15IA263,433049N,1120415W,NONE,N,N7269T,IDA ,IDA 
20150921X14139,GAA15CA264,413534N,1090321W,NONE,N,N288MD,AFO ,RKS 
20150921X21024,ERA15CA364,310746N,0853914W,NONE,,N141LL,54J ,
20150921X31115,WPR15LA262,375130N,1213552W,NONE,N,N507RV,C83 ,C83 
20150921X53106,ERA15LA365,415542N,0723435W,NONE,N,N9018R,7B6 ,7B6 
20150921X90452,ERA15FA362,425423N,0753944W,NONE,U,N22721,VGC ,VGC 
20150922X14312,ERA15LA366,402414N,0753428W,NONE,N,N347SP,7N8 ,MMU 
20150922X14845,CEN15LA417,382830N,0855950W,NONE,,N67296,M33 ,IN43
20150922X15659,WPR15LA264,331817N,1113912W,VFIF,Y,CFGZT,IWA ,IWA 
20150922X30936,GAA15CA266,410555N,1012040W,NONE,N,N3628Z,PVT ,PVT 
20150922X32524,ANC15CA072,640057N,1454337W,NONE,,N5947T,D66 ,D66 
20150922X33847,ANC15LA073,531010N,1682146W,NONE,,N7162R,,
20150922X53258,GAA15CA267,640146N,1464949W,NONE,N,N4763U,FAI ,
20150922X63000,GAA15CA268,612927N,1622437W,CVFR,Y,N910SP,PABE,PABE
20150922X71447,GAA15CA269,271640N,0821259W,VFR ,N,N892PS,KIMM,
20150922X80538,GAA15LA265,612448N,1483417W,NONE,N,N6066M,BCV ,None
20150923X04608,GAA15CA270,415835N,1143927W,VFR ,N,N3354W,VEL ,06U 
20150923X21445,CEN15LA418,424122N,0902640W,,,N813CA,,
20150923X41349,WPR15LA265,433331N,1161313W,UNK ,U,N222JS,BOI ,BOI 
20150923X65755,WPR15LA266,404920N,1154639W,NONE,,N56897,EKO ,
20150923X84830,ERA15LA367,430303N,0735142W,NONE,N,N27XX,5B2 ,5B2 
20150924X21246,GAA15CA272,353439N,0790620W,NONE,N,N635DC,TTA ,TTA 
20150924X44711,ERA15WA370,093122S,0354701W,,U,,SBMO,SBMO
20150924X55029,GAA15CA273,420549N,0704027W,NONE,N,N6932K,GHG ,GHG 
20150924X63632,ERA15WA371,072205S,0522214W,,U,,SDOW,
20150924X70917,ERA15LA372,253851N,0802560W,NONE,,N186AZ,TMB ,TMB 
20150924X80717,GAA15CA271,341555N,1100024W,NONE,N,N5207G,GYR ,SOW 
20150924X81420,CEN15LA421,432711N,0824554W,NONE,N,N215DG,Y83 ,57D 
20150924X82555,ERA15LA369,403631N,0794935W,NONE,N,N9887K,9G1 ,RIC 
20150924X90741,GAA15CA274,384151N,0964829W,NONE,N,N909HC,LWC ,HRU 
20150925X24308,GAA15CA275,450745N,1151923W,NONE,N,N4673A,ID40,U60 
20150925X25906,ERA15LA374,324731N,0841423W,NONE,,N165BH,NONE,NONE
20150925X30936,WPR15LA267,333736N,1160935W,NONE,N,N3416T,TRM ,BDU 
20150925X40929,ERA15LA375,370921N,0801928W,NONE,N,N710JC,BCB ,BCB 
20150925X44635,CEN15LA423,304717N,0943923W,NONE,N,N648CA,,
20150925X54046,ERA15LA376,285006N,0813454W,NONE,N,N9567F,LEE ,
20150925X54323,ERA15FA378,275511N,0824121W,NONE,N,N21ND,PIE ,PIE 
20150925X72014,CEN15FA424,370636N,1063412W,NONE,,N193Q,DRO ,PSO 
20150925X82452,CEN15FA425,374040N,0972736W,,,N301JA,,
20150925X85602,CEN15FA422,322620N,0974849W,,,N929DS,,
20150927X13810,CEN15FA427,302445N,0965800W,NONE,,N3921D,TE75,TE75
20150927X61012,CEN15FA426,295640N,0901707W,NONE,N,N401,LS40,LS40
20150928X15507,CEN15LA428,332147N,0971034W,NONE,,N596TJ,XA68,XA68
20150928X20026,CEN15WA429,532137N,0083108E,,,,,
20150928X52300,GAA15CA276,341235N,1182924W,NONE,N,N8258S,SMO ,VNY 
20150928X55707,GAA15CA277,403128N,0743554W,VFR ,N,N763RC,HPN ,47N 
20150928X61156,GAA15CA278,295707N,0901710W,NONE,N,N6361B,PVT ,PVT 
20150928X72825,WPR15FA268,480355N,1225026W,NONE,,N8529G,0S9 ,BVS 
20150928X85210,CEN15LA430,392924N,1071759W,NONE,N,N3147S,ASE ,ASE 
20150929X20812,CEN15LA431,384835N,0945729W,NONE,N,N98ES,K34 ,K34 
20150929X23500,CEN15LA432,361538N,0995120W,NONE,,None,None,GAG 
20150929X33331,GAA15CA279,453011N,0891147W,NONE,N,N896CB,MDZ ,
20150929X53052,GAA15LA281,635001N,1544605W,CVFR,Y,N676SP,,
20150929X53540,GAA15CA280,263528N,0800455W,CVFR,N,N44XL,LNA ,LNA 
20150929X65626,GAA15CA282,682034N,1422029W,NONE,N,N2528C,FAI ,FAI 
20150929X85001,GAA15CA283,472925N,1224553W,NONE,N,N22548,PLU ,PWT 
20150929X85735,GAA15LA284,621947N,1500512W,NONE,N,N9132L,TKA ,TKA 
20150930X02113,ERA15LA377,371109N,0874030W,IFR ,Y,N2175K,5R4 ,OWB 
20150930X93926,GAA15CA285,391805N,1145019W,VFR ,Y,N5918D,BKE ,ELY 
20151001X22006,CEN15LA434,350857N,1064629W,NONE,,N266LB,,
20151001X25425,GAA15CA287,432520N,0880741W,NONE,N,N8583P,UES ,ETB 
20151001X55616,GAA15CA288,362047N,0941310W,NONE,N,N119BD,JLN ,VBT 
20151001X74519,GAA15CA289,282030N,0804108W,NONE,N,N3484V,GIF ,COI 
20151001X85024,GAA15CA290,442726N,0883340W,NONE,N,N20079,FCM ,W34 
20151001X94242,GAA15CA291,414920N,1103327W,NONE,N,N4244L,6K5 ,EMM 
20151001X95137,GAA15CA286,372748N,1023705W,NONE,N,N9775A,JHN ,8V7 
20151002X22156,GAA15CA292,375430N,1072106W,VFR ,N,N4HW,CD32,TEX 
20151002X31109,GAA15CA293,375429N,1072108W,NONE,N,N319PT,CD32,5CO6
20151002X31833,WPR15WA271,303957N,1075354E,,,,,
20151002X53723,WPR16FA001,475923N,1172515W,NONE,,N69BD,DEW ,DEW 
20151002X74138,GAA15CA294,393335N,1045101W,NONE,N,N1785H,APA ,APA 
20151002X84211,ERA16FA001,343554N,0830945W,IFR ,Y,N782TM,ASW ,CEU 
20151003X00609,CEN16FA001,304507N,0953457W,NONE,N,N3552K,UTS ,
20151005X12529,ERA16WA002,045058N,0740160W,VFR ,U,,SKGY,SKMD
20151005X24854,CEN15LA436,344002N,1064930W,NONE,N,N1990D,E80 ,E80 
20151005X65121,CEN15LA437,364548N,0960040W,NONE,N,N903AB,KBVO,KBVO
20151005X73730,CEN16LA003,304226N,0951714W,NONE,,N160CS,,
20151005X93607,WPR16FA002,373854N,1131155W,CVFR,N,N6449M,CDC ,CDC 
20151005X95624,WPR16LA003,473334N,1215149W,,,N206HL,,
20151006X02643,GAA16CA006,290628N,0985648W,NONE,N,N174CD,DZB ,23R 
20151006X12717,CEN16LA004,364560N,0895802W,NONE,N,N3174J,DXE ,DXE 
20151006X15935,CEN16FA005,424117N,1030420W,IFR ,U,N877DM,CDR ,AIA 
20151006X32623,GAA16LA001,403405N,1222417W,NONE,N,N7837X,O52 ,O85 
20151006X44156,GAA16CA002,332428N,1182440W,NONE,N,N4286Q,HHR ,AVX 
20151006X53446,GAA16CA003,364404N,1114510W,VFR ,Y,C-FIIB,HND ,AZ03
20151006X62039,ERA15LA379,330000N,0840000W,NONE,N,N87172,CCO ,CCO 
20151006X63107,GAA16CA004,620605N,1500434W,NONE,N,N8996Y,4AK6,4AK6
20151006X85826,GAA16CA005,363513N,1215035W,NONE,N,N53WW,PAO ,MRY 
20151007X15728,GAA16CA007,304242N,0961943W,NONE,N,N477UC,CFD ,CFD 
20151007X22546,CEN16LA006,432260N,0975854W,NONE,N,N442RP,,
20151007X44823,GAA15CA295,294924N,0954031W,NONE,N,N800JT,IWS ,DWH 
20151007X51551,ERA16LA003,355700N,0855116W,NONE,N,N449CT,DKX ,MOR 
20151007X54552,ERA16LA004,313209N,0841112W,NONE,N,N25734,16J ,ABY 
20151007X62129,WPR16LA004,385515N,1205153W,NONE,,N9918C,E36 ,E36 
20151007X80252,GAA15LA296,312556N,0853418W,NONE,N,N49660,71J ,71J 
20151007X83126,WPR16LA005,335324N,1181438W,NONE,N,N7506W,CPM ,CPM 
20151007X85353,GAA16CA008,621429N,1460044W,NONE,N,N7879H,Z93 ,PAGK
20151007X90503,GAA16CA009,554657N,1314006W,NONE,N,N779DZ,,
20151008X00634,WPR16FA006,481659N,1161533W,NONE,,N6184F,ID19,KMOT
20151008X02333,ERA16FA005,342635N,0842706W,NONE,N,N4313E,JZP ,JZP 
20151008X73655,GAA16CA010,385433N,1212104W,NONE,N,N2RG,LHM ,LHM 
20151008X83112,ANC16FA001,613519N,1494852W,NONE,N,N7064,9AK7,PAGQ
20151009X44408,GAA16CA011,451200N,1230748W,NONE,N,N20488,UAO ,MMV 
20151010X52624,ERA16LA007,320744N,0811406W,IFR ,Y,N9312N,CRG ,SAV 
20151010X62028,ERA16FA006,361236N,0822230W,IFR ,Y,N1058S,TYS ,BMG 
20151010X81206,ERA16LA008,292035N,0812707W,NONE,N,N5295Y,DAB ,DAB 
20151011X04515,WPR16FA007,385157N,1195953W,NONE,N,N4485D,TVL ,
20151012X01734,ERA16LA010,410307N,0782433W,NONE,N,N176FB,None,None
20151012X22117,CEN16LA007,331537N,0973453W,NONE,N,N21468,LUD ,LUD 
20151012X34412,ERA16LA009,254724N,0795533W,NONE,N,N733VB,HWO ,MYBS
20151013X15100,CEN16WA009,192913N,0964756W,,,,,
20151013X20937,WPR16LA008,433420N,1161426W,NONE,N,N8273M,GEG ,BOI 
20151013X23913,CEN16WA010,112514N,0855312E,UNK ,U,,,
20151013X50647,CEN16FA011,403358N,1043916W,NONE,N,N394CW,LYO ,GXY 
20151013X74735,GAA16CA012,370037N,1123147W,NONE,N,N945S,KNB ,1G4 
20151013X85455,ERA16CA011,353845N,0803113W,IFR ,Y,N300KG,CUB ,RUQ 
20151013X85501,CEN15WA440,462849N,0081548E,,,,,
20151013X85705,ERA16FA012,263659N,0800542W,NONE,N,N57312,ISM ,LNA 
20151013X91320,CEN16LA008,325050N,0965106W,IFR ,N,N55674,DAL ,AMA 
20151014X02315,GAA15CA297,345510N,0815709W,NONE,N,N442DD,SPA ,SPA 
20151014X11642,CEN16LA012,485050N,1002704W,NONE,,None,D09 ,D09 
20151014X12715,GAA16CA013,322434N,1111306W,NONE,N,N5581T,KGYR,KAVQ
20151014X62259,WPR16LA011,455018N,1223248W,NONE,N,N533RC,,
20151014X92113,WPR16FA012,465459N,1140526W,NONE,N,N1940J,MSO ,
20151015X00706,CEN16FA013,303118N,0902506W,IFR ,Y,N33FA,HDC ,ATL 
20151015X05704,ERA16WA013,033646N,0763334W,UNK ,U,,SKCL,SKCL
20151015X15949,WPR16FA013,431324N,1110341W,NONE,N,N280TB,46U ,46U 
20151015X21006,GAA16CA014,351054N,1033717W,NONE,N,N106KB,,
20151015X31801,CEN16LA019,444609N,1065849W,NONE,,N153RW,KSHR,KSHR
20151015X54804,ERA16LA014,315705N,0850744W,NONE,,N4931M,EUF ,MU68
20151015X60732,GAA15CA299,410958N,0821150W,NONE,N,N3872G,67D ,67D 
20151015X71651,GAA16CA015,422741N,1114214W,NONE,N,N288BC,,
20151015X81026,ERA16LA015,314533N,0874158W,NONE,N,N206CJ,,
20151016X84916,ERA16LA016,382143N,0780133W,NONE,N,N4070F,HWY ,HWY 
20151017X04139,WPR16FA014,340656N,1164229W,NONE,N,N4972J,PSP ,SBA 
20151017X31031,CEN16FA014,402942N,0964553W,NONE,N,N999ZF,CEK ,LNK 
20151019X03221,GAA16CA017,365015N,1080139W,NONE,N,N90K,GLD ,N19 
20151019X04728,ERA16LA018,350805N,0820649W,NONE,N,N6636A,33A ,33A 
20151019X31431,ERA16LA019,354808N,0885152W,NONE,N,N2339J,M53 ,M53 
20151019X53832,ERA16WA020,342718S,0583529W,,,,SADF,SAWG
20151019X55704,CEN16LA015,294804N,0944235W,NONE,N,N3232Z,T00 ,T00 
20151019X65515,GAA16CA018,295333N,0975151W,NONE,N,N165DR,BAZ ,HYI 
20151019X70023,GAA16CA019,441308N,0935510W,NONE,N,N3180G,MKT ,MKT 
20151019X81548,GAA16CA016,441243N,0711515W,NONE,N,N102MW,2G8 ,2G8 
20151019X93749,ERA16WA017,181352S,0554504W,UNK ,,,SSFG,SSKG
20151020X23139,CEN16LA032,410042N,0951338W,IFR ,N,N1542H,RDK ,JBR 
20151020X24048,CEN16LA017,424412N,0825320W,IFR ,Y,N224MS,KANB,57D 
20151020X54527,CEN15LA444,300233N,0900142W,IFR ,Y,N7803P,CXW ,NEW 
20151020X62601,GAA16CA020,304944N,0941104W,NONE,N,N4151Q,ELP ,JAS 
20151020X73414,ERA16RA021,044054N,0740620W,,U,,SKBO,SKGY
20151020X80559,GAA16CA021,563502N,1533130W,NONE,N,N4336Z,PAKD,
20151020X94325,CEN16LA016,323332N,0964159W,NONE,N,N849CD,JWY ,LNC 
20151021X11755,GAA16CA022,433436N,0964408W,IFR ,Y,N9780G,9V9 ,FSD 
20151021X22953,CEN16LA018,323114N,0941828W,NONE,,N165DC,KASL,KASL
20151021X31937,WPR16LA015,320634N,1105616W,NONE,N,N3123L,TUS ,TUS 
20151021X54209,GAA16CA023,475046N,1103803W,NONE,N,N76001,79S ,79S 
20151021X92117,GAA16CA024,331037N,0963520W,NONE,N,N2099V,TKI ,TKI 
20151022X62249,GAA16CA025,334952N,0894740W,NONE,N,N8188D,5A6 ,GNF 
20151022X65329,GAA16CA026,402331N,1191248W,NONE,N,N272X,UT99,H37 
